wavelength,temp 10 strain 20,temp 20 strain 40,temp 30 strain 60,temp 40 strain 80,temp 50 strain 100,temp 25 strain 500,temp 25 strain 1000,reference temp 25 strain 0
1.551300000E-06,9.660653202,10.43508176,11.93720727,13.32720739,14.94929936,15.44603873,36.13669627,9.985561668
1.551300000E-06,9.652164466,10.43396088,11.93496238,13.33013919,14.94862523,15.44819856,36.14044558,9.983900515
1.551300000E-06,9.650621253,10.42699758,11.92737781,13.32557578,14.94592957,15.45052215,36.14324322,9.98083885
1.551300000E-06,9.660615588,10.42851291,11.92338072,13.32339609,14.94152107,15.45203313,36.1520678,9.977130894
1.551300000E-06,9.660165875,10.42941984,11.91986927,13.33404837,14.93758239,15.45444323,36.15763238,9.973266438
1.551300000E-06,9.660496031,10.42687192,11.9209642,13.33402767,14.93643139,15.45508713,36.16058554,9.97217844
1.551300000E-06,9.656278318,10.41580404,11.91605651,13.33555208,14.93492741,15.457371,36.16133431,9.970005512
1.551300000E-06,9.653626732,10.41576373,11.91368777,13.33695664,14.93313699,15.46094117,36.17447559,9.966998478
1.551300000E-06,9.665331955,10.41433334,11.91639623,13.33861075,14.94184577,15.47242091,36.18605672,9.966616473
1.551300000E-06,9.669668585,10.41379261,11.91777366,13.34204178,14.94056275,15.47422029,36.19679515,9.964887145
1.551300000E-06,9.668473009,10.41757596,11.91314019,13.34080422,14.94103378,15.48012272,36.20919263,9.962213866
1.551300000E-06,9.669634316,10.41379242,11.90783261,13.33979632,14.93906755,15.48552891,36.21163546,9.958293438
1.551300000E-06,9.665227036,10.40959347,11.91114193,13.33975562,14.94358793,15.49940406,36.22089371,9.954290867
1.551300000E-06,9.673101409,10.40401448,11.90167148,13.34249013,14.95001714,15.51071707,36.221426,9.95278323
1.551300000E-06,9.662775897,10.39927756,11.90031359,13.34443018,14.94571666,15.51222804,36.2241773,9.949396016
1.551300000E-06,9.666900929,10.40235291,11.90091902,13.34767022,14.95158755,15.52522731,36.23611998,9.946835766
1.551300000E-06,9.661988441,10.40078416,11.9055562,13.34817967,14.9458437,15.5265748,36.23873747,9.942683679
1.551300000E-06,9.6662062,10.40557456,11.90827724,13.34390241,14.94108487,15.52835133,36.25591917,9.938962123
1.551300000E-06,9.664056272,10.39876264,11.90501912,13.34800971,14.93999372,15.53591232,36.26290061,9.934841167
1.551300000E-06,9.658994808,10.39922107,11.90183655,13.35220753,14.94064434,15.53783437,36.26473939,9.93436484
1.551300000E-06,9.658556902,10.398372,11.9017588,13.34836258,14.93707668,15.53917649,36.27014428,9.931629638
1.551300000E-06,9.659949263,10.39605811,11.90298894,13.35392427,14.93393521,15.54010732,36.2707414,9.929349976
1.551300000E-06,9.660582153,10.39512018,11.90537432,13.35226603,14.93212205,15.54913107,36.2788409,9.924360542
1.551300000E-06,9.661899319,10.38655153,11.90691619,13.3602017,14.92733132,15.54919899,36.28139931,9.921510972
1.551300000E-06,9.65985351,10.38213627,11.90287418,13.36636989,14.93305498,15.56012257,36.28394074,9.920243649
1.551300000E-06,9.658840636,10.38817383,11.89582736,13.35379702,14.92653845,15.55972897,36.30343619,9.916612615
1.551300000E-06,9.65282133,10.39243661,11.89035854,13.35967609,14.92309397,15.56135536,36.3159342,9.913950038
1.551300000E-06,9.646082494,10.37798795,11.88817516,13.36561197,14.92064628,15.57219764,36.31779372,9.908136139
1.551300000E-06,9.635630027,10.37762322,11.88972727,13.36862006,14.92795889,15.58938537,36.32690997,9.905417193
1.551300000E-06,9.640021787,10.3806782,11.89231825,13.37359261,14.92789956,15.59348694,36.33618474,9.903755042
1.551300000E-06,9.64178929,10.3837534,11.88253922,13.37130862,14.92057255,15.59500063,36.34755008,9.899010919
1.551300000E-06,9.637225678,10.3804508,11.87633025,13.37283934,14.92479433,15.60564971,36.3488051,9.897275075
1.551300000E-06,9.634249255,10.39713059,11.87704259,13.36886279,14.9225613,15.60659078,36.39082642,9.89566544
1.551300000E-06,9.632709479,10.39900545,11.87166661,13.36663622,14.91965432,15.61110526,36.39722719,9.89235129
1.551300000E-06,9.628382735,10.39016528,11.87139276,13.36975896,14.918225,15.62247347,36.39680688,9.887344995
1.551300000E-06,9.632343515,10.39383729,11.87631821,13.36547642,14.91206269,15.62324594,36.40849706,9.883672067
1.551300000E-06,9.630546046,10.39026182,11.87149844,13.36287421,14.90857135,15.62564621,36.40965511,9.880898816
1.551300000E-06,9.622712519,10.38568347,11.87186765,13.36619528,14.91367985,15.63742144,36.41657339,9.879489138
1.551290000E-06,9.624746404,10.38807418,11.86628272,13.36442565,14.91310028,15.63820197,36.43288905,9.878902484
1.551290000E-06,9.629083897,10.37594483,11.85965983,13.36352514,14.91234724,15.64235763,36.43524291,9.877064419
1.551290000E-06,9.624617258,10.37209065,11.86492299,13.3608334,14.91777662,15.65298589,36.4400673,9.876349209
1.551290000E-06,9.621002294,10.36786818,11.86127054,13.35998383,14.91676733,15.6605586,36.44094057,9.873273812
1.551290000E-06,9.618849013,10.36928831,11.85601245,13.35417008,14.9025788,15.6619697,36.44897669,9.865325816
1.551290000E-06,9.610863804,10.37635838,11.8557839,13.35598303,14.90560269,15.66893383,36.4737821,9.864641153
1.551290000E-06,9.609951657,10.36695034,11.84777311,13.35654337,14.89880815,15.6784634,36.4777952,9.858044993
1.551290000E-06,9.599765457,10.3683421,11.85434547,13.35106922,14.89922378,15.68239505,36.48701749,9.857015746
1.551290000E-06,9.599203098,10.36727817,11.85464671,13.34307626,14.88417666,15.6843701,36.49314502,9.848677005
1.551290000E-06,9.602124757,10.36689066,11.85236556,13.34281567,14.88202516,15.68681016,36.49544775,9.84683256
1.551290000E-06,9.601721287,10.36283577,11.84383541,13.34284654,14.8816476,15.69168465,36.4982772,9.845170473
1.551290000E-06,9.599296621,10.36344019,11.82856824,13.34492802,14.88242703,15.69448012,36.50155956,9.844732525
1.551290000E-06,9.597679119,10.36052194,11.82819302,13.34158085,14.8727183,15.69470177,36.50707613,9.839822876
1.551290000E-06,9.593671663,10.35737946,11.82879182,13.34409035,14.87545367,15.70508284,36.51210338,9.838196954
1.551290000E-06,9.590890337,10.35444126,11.82444367,13.34468463,14.87549091,15.70788707,36.51865749,9.837423042
1.551290000E-06,9.592539144,10.35587009,11.82366391,13.34235965,14.87352816,15.71140694,36.52848793,9.835486009
1.551290000E-06,9.591896133,10.35434575,11.82141065,13.3442757,14.86555858,15.71367242,36.53823511,9.831000024
1.551290000E-06,9.586735396,10.35362313,11.82029798,13.34102749,14.86760123,15.72054709,36.54234914,9.830139809
1.551290000E-06,9.58294246,10.35402302,11.81969841,13.33519487,14.86998366,15.72596362,36.54851523,9.829852133
1.551290000E-06,9.57375656,10.35212806,11.81677398,13.33453935,14.87420425,15.73485319,36.55091029,9.829556342
1.551290000E-06,9.575422413,10.35275518,11.81846985,13.33892207,14.87967083,15.74780754,36.55829896,9.828840206
1.551290000E-06,9.573468155,10.35540606,11.80072013,13.33782189,14.875937,15.74776823,36.57362516,9.82709726
1.551290000E-06,9.575828573,10.35766388,11.80066229,13.3408161,14.87259852,15.75166283,36.58172672,9.824585976
1.551290000E-06,9.579335091,10.35480856,11.79841424,13.32518062,14.87558038,15.76096799,36.58866972,9.823721675
1.551290000E-06,9.580824912,10.34789867,11.79656786,13.32832484,14.87495544,15.76740732,36.59292354,9.82191038
1.551290000E-06,9.581229185,10.34581114,11.79134783,13.32334415,14.87480461,15.77193112,36.59906318,9.820791006
1.551290000E-06,9.580121639,10.34841915,11.79063433,13.31787013,14.88140536,15.79038079,36.61078398,9.819571905
1.551290000E-06,9.57731185,10.33911967,11.79304102,13.31859272,14.87364531,15.78982988,36.61127481,9.81620701
1.551290000E-06,9.58434349,10.33722921,11.79616884,13.32138738,14.87212732,15.79824216,36.62405187,9.813684172
1.551290000E-06,9.581043571,10.33481368,11.79638051,13.3212902,14.87068952,15.80306951,36.62528912,9.812009567
1.551290000E-06,9.564894327,10.33580906,11.7894123,13.32035315,14.86621883,15.80716811,36.63741969,9.809184063
1.551290000E-06,9.551527823,10.32959042,11.78497639,13.31652755,14.86036443,15.8136291,36.63849339,9.805302818
1.551290000E-06,9.550580083,10.33071904,11.77867393,13.31593981,14.85981634,15.81795414,36.64262274,9.804191936
1.551290000E-06,9.553198617,10.33069536,11.78137405,13.31124941,14.86269998,15.83022414,36.65187689,9.802997893
1.551290000E-06,9.551847179,10.32801119,11.78398268,13.31095033,14.86528848,15.83973834,36.65354281,9.802253699
1.551290000E-06,9.542661356,10.31953115,11.77762876,13.31227925,14.86637075,15.84583146,36.65177403,9.801554686
1.551290000E-06,9.537839799,10.31591051,11.77656848,13.30980706,14.86696812,15.84944323,36.66577833,9.801135365
1.551290000E-06,9.536490486,10.31781057,11.7727801,13.31152478,14.85844591,15.84889118,36.68003012,9.797701614
1.551290000E-06,9.532303615,10.311235,11.77056441,13.30984539,14.86080418,15.85455224,36.68618799,9.797671335
1.551290000E-06,9.523544459,10.30963097,11.7702181,13.30218287,14.85612719,15.857214,36.68772002,9.795307339
1.551290000E-06,9.523250521,10.30086294,11.76138291,13.30470634,14.85323977,15.86263828,36.68809298,9.793230157
1.551290000E-06,9.510429525,10.29103972,11.75984293,13.30726384,14.85012696,15.86655502,36.69376157,9.7913431
1.551290000E-06,9.507576454,10.28996144,11.75420787,13.30770918,14.86244199,15.90025926,36.69698144,9.790834343
1.551290000E-06,9.498675771,10.28634624,11.75276787,13.2966263,14.86106011,15.90983129,36.69978185,9.788791047
1.551290000E-06,9.497231,10.28774604,11.75404897,13.29854943,14.85546101,15.9134443,36.70911769,9.786054316
1.551290000E-06,9.495728957,10.29062655,11.75576568,13.29666866,14.85050381,15.91453425,36.71745301,9.78397656
1.551290000E-06,9.489126292,10.28769685,11.75407712,13.29995972,14.84900708,15.91646854,36.72628496,9.78312508
1.551290000E-06,9.48691223,10.2866172,11.75233309,13.29561252,14.85216711,15.9265093,36.72978253,9.782919263
1.551290000E-06,9.482970511,10.28769033,11.74831944,13.29471153,14.85165165,15.93191335,36.73825041,9.781991521
1.551290000E-06,9.479012264,10.28724787,11.74882781,13.29200305,14.85197427,15.93750309,36.74932396,9.78137536
1.551290000E-06,9.475475399,10.28647193,11.74629197,13.29480255,14.84927524,15.94194838,36.75921523,9.779812883
1.551290000E-06,9.47914839,10.29067278,11.74307993,13.28515095,14.84980815,15.94544534,36.77476756,9.779575505
1.551290000E-06,9.48220877,10.27907891,11.74276421,13.28548566,14.85112604,15.95253348,36.78455262,9.779205371
1.551290000E-06,9.47382348,10.27440854,11.74213753,13.28471447,14.84754675,15.95506555,36.79026488,9.777632214
1.551290000E-06,9.475972255,10.27993761,11.73594618,13.28132987,14.84218276,15.95778074,36.80990515,9.775430932
1.551290000E-06,9.478441937,10.27958336,11.72978282,13.28180977,14.83602696,15.95739048,36.81580912,9.773317647
1.551290000E-06,9.475950074,10.27940559,11.72862161,13.27825098,14.83697392,15.96188316,36.8251009,9.773182127
1.551290000E-06,9.472923974,10.27391535,11.72560353,13.2714618,14.83321556,15.96401877,36.82642417,9.7716827
1.551290000E-06,9.467797821,10.270318,11.72354957,13.26078164,14.82716512,15.96552967,36.82666607,9.76948956
1.551290000E-06,9.465516768,10.26590568,11.72372643,13.25984489,14.82780455,15.97324763,36.83018886,9.769000133
1.551290000E-06,9.468414655,10.26136086,11.72513402,13.25033223,14.82487447,15.97592929,36.83417497,9.767795624
1.551290000E-06,9.46623119,10.26129137,11.72096053,13.2439732,14.82699293,15.98301639,36.84046346,9.767899308
1.551290000E-06,9.462303174,10.25562199,11.72286155,13.23629056,14.82588485,15.98477313,36.84077277,9.767400955
1.551290000E-06,9.456633524,10.25571353,11.72705482,13.23505507,14.82431297,15.98632967,36.84714756,9.766780316
1.551290000E-06,9.451326302,10.25778513,11.73374794,13.2306365,14.81544964,15.98760399,36.85639519,9.76388642
1.551290000E-06,9.451254609,10.26151111,11.72542486,13.23028853,14.8123662,15.98971823,36.87246033,9.762780853
1.551290000E-06,9.453092415,10.26260074,11.72217139,13.22943682,14.8094457,15.99484986,36.87742272,9.761553433
1.551290000E-06,9.449880334,10.25614494,11.71766194,13.23201064,14.80850675,16.00271464,36.88056973,9.760796654
1.551290000E-06,9.448994234,10.26104257,11.71441037,13.2315505,14.81028477,16.01292826,36.89871312,9.760759004
1.551290000E-06,9.447011365,10.25728618,11.71365474,13.22624296,14.81022605,16.02042245,36.90436937,9.760349721
1.551290000E-06,9.446784119,10.25125772,11.71316686,13.22491843,14.80559752,16.02605027,36.91021329,9.758718771
1.551290000E-06,9.446569921,10.2486409,11.7161275,13.22146125,14.79901614,16.03764245,36.91148542,9.756295515
1.551290000E-06,9.441433547,10.24995899,11.71527515,13.21982228,14.79334879,16.03970217,36.92652821,9.754593789
1.551290000E-06,9.44013838,10.24509363,11.69835334,13.22129303,14.79199256,16.04261521,36.92993376,9.75410387
1.551290000E-06,9.429853074,10.2443905,11.69510196,13.21988166,14.79142727,16.04556046,36.93866226,9.753848717
1.551290000E-06,9.42819626,10.24122656,11.68924765,13.2141706,14.78663702,16.04823486,36.94760824,9.752458403
1.551290000E-06,9.420229158,10.23776398,11.69014466,13.21584412,14.78635324,16.05252912,36.9529672,9.752271069
1.551290000E-06,9.418331727,10.23899348,11.6865198,13.2128883,14.7772878,16.05185235,36.96460168,9.749876219
1.551290000E-06,9.418416692,10.236217,11.67983348,13.20580642,14.77448152,16.06580832,36.97557177,9.748886129
1.551290000E-06,9.415218323,10.23256127,11.67846256,13.2004017,14.77241696,16.06931735,36.98003244,9.748302595
1.551290000E-06,9.411747735,10.23190454,11.66814532,13.19205292,14.77175448,16.07221508,36.98270823,9.748102857
1.551290000E-06,9.401224251,10.22875721,11.66658913,13.1904122,14.77497405,16.08406224,36.98816729,9.748823434
1.551290000E-06,9.398890236,10.2294277,11.66775477,13.18677073,14.7688322,16.08336333,37.00405602,9.747313365
1.551290000E-06,9.399055701,10.22592055,11.66695339,13.18740828,14.76846074,16.0871218,37.00511306,9.747224247
1.551290000E-06,9.39329346,10.22614228,11.66261376,13.18800113,14.76414129,16.09241505,37.01046491,9.746215662
1.551290000E-06,9.388845083,10.22317046,11.65867099,13.18368411,14.76371072,16.09538476,37.01466895,9.746137298
1.551290000E-06,9.385747204,10.22341157,11.6542736,13.17941613,14.76171059,16.10272509,37.02573924,9.745759085
1.551290000E-06,9.383867318,10.22402166,11.64962633,13.17351411,14.75957611,16.10460473,37.03227258,9.74530387
1.551290000E-06,9.384262146,10.21993145,11.64555633,13.17433325,14.75662212,16.10715451,37.03805158,9.744694238
1.551290000E-06,9.369416207,10.22004532,11.63534236,13.17385628,14.74623674,16.11007112,37.04338823,9.742492892
1.551290000E-06,9.362931025,10.21874346,11.6254932,13.17485159,14.74170276,16.11641468,37.04446159,9.741686411
1.551290000E-06,9.360921409,10.22073526,11.62579015,13.17342363,14.73945488,16.11692837,37.05195641,9.741229685
1.551290000E-06,9.353592943,10.2085247,11.62749392,13.17337473,14.73622576,16.11889191,37.05831242,9.740629754
1.551290000E-06,9.349236772,10.20711757,11.62230843,13.17537651,14.73591216,16.12177427,37.06305683,9.740671872
1.551290000E-06,9.349077129,10.2008332,11.61825329,13.17142792,14.73378322,16.12179765,37.06296653,9.740251686
1.551290000E-06,9.347256034,10.20068398,11.61601629,13.16593906,14.73260727,16.12754556,37.06809858,9.740274934
1.551290000E-06,9.343126868,10.1900545,11.61076393,13.16433496,14.73349558,16.13196562,37.06968451,9.740652358
1.551290000E-06,9.33778023,10.19140177,11.61016941,13.16107897,14.72460949,16.13598264,37.07721465,9.73920719
1.551290000E-06,9.336899243,10.18784592,11.61210631,13.15957465,14.71964249,16.13852869,37.08178921,9.73844486
1.551290000E-06,9.334547862,10.18785192,11.61283891,13.157423,14.71882389,16.14411129,37.09006961,9.738623002
1.551290000E-06,9.326480261,10.18095596,11.6086971,13.15591702,14.71928792,16.15376092,37.09736982,9.739296472
1.551290000E-06,9.319486403,10.16765653,11.6056586,13.15473928,14.71888018,16.17449187,37.10405398,9.740577917
1.551290000E-06,9.316326255,10.13852618,11.60561269,13.14738037,14.71566542,16.17535646,37.10256899,9.74010721
1.551290000E-06,9.314176111,10.13898242,11.5993919,13.14849646,14.71348241,16.17754785,37.11460193,9.739914603
1.551290000E-06,9.309539138,10.13232605,11.59632873,13.14652465,14.70597817,16.17753432,37.12322446,9.738739107
1.551290000E-06,9.309309228,10.12783591,11.59472741,13.14338248,14.70513501,16.17969277,37.1286864,9.738781584
1.551290000E-06,9.307295752,10.12579182,11.59057762,13.13401013,14.69931102,16.17905341,37.13059137,9.737866431
1.551290000E-06,9.292912955,10.12202165,11.58452228,13.1311284,14.69177571,16.1782455,37.13077285,9.736713716
1.551290000E-06,9.291713864,10.10912533,11.57864923,13.12300421,14.68659955,16.1815783,37.13828355,9.736290044
1.551290000E-06,9.29079332,10.09829848,11.57398455,13.11641297,14.67992109,16.18722027,37.14563074,9.735911913
1.551290000E-06,9.279453846,10.09805686,11.5675576,13.10888973,14.67616428,16.18726146,37.14766658,9.735424437
1.551290000E-06,9.272195213,10.09832197,11.55373757,13.10753184,14.67165562,16.18822271,37.15943681,9.734949799
1.551290000E-06,9.272504233,10.0915663,11.55327499,13.10063465,14.66889707,16.18919361,37.16013616,9.734712651
1.551290000E-06,9.270925225,10.09522439,11.54114393,13.10237904,14.66568628,16.19417057,37.17731981,9.734863996
1.551290000E-06,9.257034152,10.09387295,11.54132643,13.09804679,14.66040241,16.19814642,37.18980742,9.734700627
1.551290000E-06,9.249159704,10.09458641,11.53735555,13.09823457,14.66025599,16.20028707,37.19585398,9.734927269
1.551290000E-06,9.247864052,10.07769822,11.53404898,13.08743035,14.64713288,16.19635002,37.19416072,9.733090276
1.551290000E-06,9.244871825,10.07712037,11.52885234,13.08674199,14.63331633,16.19202209,37.20126261,9.731183367
1.551290000E-06,9.240656987,10.06485401,11.5230396,13.08204323,14.62707195,16.19588103,37.20199421,9.731059302
1.551290000E-06,9.244008044,10.05923446,11.52183748,13.07820196,14.62401065,16.20235311,37.20644834,9.731598238
1.551290000E-06,9.242780021,10.05775097,11.52052951,13.07674513,14.62246413,16.20475376,37.211,9.731775316
1.551290000E-06,9.23518506,10.05390906,11.51955931,13.07488816,14.62155059,16.20858124,37.21347392,9.732209882
1.551290000E-06,9.231916374,10.05296897,11.51569532,13.07065596,14.61623101,16.21636121,37.22440623,9.732855797
1.551290000E-06,9.229316479,10.0520866,11.51385816,13.07239296,14.61666607,16.23548278,37.22565601,9.735572253
1.551290000E-06,9.225776328,10.04432685,11.50873935,13.06407916,14.61580562,16.24027024,37.23649873,9.736201369
1.551290000E-06,9.219046227,10.03399272,11.50280476,13.06249382,14.61573442,16.24509371,37.24429087,9.736907362
1.551290000E-06,9.212813998,10.02950756,11.50139498,13.06084701,14.61346373,16.25154878,37.24647566,9.737741819
1.551290000E-06,9.214659121,10.0263249,11.50137441,13.0583228,14.61049302,16.25526829,37.24791315,9.738147024
1.551280000E-06,9.210582608,10.02474147,11.50105167,13.05131813,14.6086432,16.25876914,37.25730731,9.738601838
1.551280000E-06,9.207342547,10.01446911,11.50020067,13.0471498,14.60012853,16.26007588,37.25806605,9.738406527
1.551280000E-06,9.20139169,10.01223564,11.49759368,13.04363996,14.59829027,16.2652389,37.26143265,9.739174324
1.551280000E-06,9.198032646,10.01089228,11.49539688,13.03092256,14.58697103,16.26333245,37.26767903,9.738418784
1.551280000E-06,9.196618545,10.00571878,11.48969826,13.02500838,14.58389386,16.26446695,37.26757851,9.738507504
1.551280000E-06,9.19155459,10.00670737,11.48795831,13.02274432,14.5823843,16.26607199,37.27438762,9.738741796
1.551280000E-06,9.183418083,10.0004422,11.485586,13.01491641,14.57776126,16.27396519,37.27389273,9.740023959
1.551280000E-06,9.172371328,9.997183214,11.48315498,13.01073368,14.57333473,16.27757065,37.28331153,9.740584177
1.551280000E-06,9.173941061,9.997697599,11.48112773,13.00933191,14.56839044,16.28004849,37.29817079,9.7409611
1.551280000E-06,9.172085519,9.998328521,11.47261968,13.00587796,14.56437373,16.28431992,37.3051218,9.74171461
1.551280000E-06,9.171843372,9.990811891,11.47132729,13.00298682,14.56340272,16.28878612,37.30487261,9.742557997
1.551280000E-06,9.169038107,9.988463119,11.4655399,12.99375794,14.5577304,16.30217815,37.30589791,9.745141185
1.551280000E-06,9.166512731,9.987701565,11.46525658,12.98741448,14.5581873,16.30897731,37.32094067,9.746481188
1.551280000E-06,9.167509683,9.986351651,11.46012379,12.98364632,14.55784637,16.32206141,37.33014075,9.749110508
1.551280000E-06,9.161110408,9.984722885,11.45689753,12.97953329,14.55504673,16.32286586,37.33121494,9.749308124
1.551280000E-06,9.161035032,9.977419884,11.45311659,12.97604555,14.55431227,16.3295792,37.33107536,9.750712949
1.551280000E-06,9.162541839,9.974359491,11.45241285,12.97341227,14.54822996,16.33353176,37.34095122,9.751675634
1.551280000E-06,9.156857562,9.971694621,11.44935506,12.97099481,14.5399557,16.33630645,37.34418221,9.752484603
1.551280000E-06,9.150977727,9.960933904,11.44956151,12.96976893,14.53766507,16.3378949,37.34257659,9.75290001
1.551280000E-06,9.14574642,9.954677583,11.44893658,12.96678032,14.53419745,16.34078507,37.3466003,9.753660058
1.551280000E-06,9.145653513,9.95048253,11.44786159,12.96016563,14.53496919,16.34902782,37.34925933,9.755473371
1.551280000E-06,9.129967227,9.948944724,11.44725725,12.95611273,14.52470347,16.34425111,37.35506917,9.754851532
1.551280000E-06,9.12498725,9.946533322,11.44483649,12.95621795,14.52458561,16.34620631,37.35977781,9.755307016
1.551280000E-06,9.123255209,9.944350117,11.44597093,12.94342696,14.51506318,16.3439504,37.36549797,9.755301362
1.551280000E-06,9.120458474,9.935081772,11.44265828,12.94306726,14.50618481,16.34597891,37.36667191,9.756307423
1.551280000E-06,9.116636151,9.933809057,11.43715096,12.94085245,14.50385625,16.35369942,37.37513713,9.75830488
1.551280000E-06,9.11097506,9.933394559,11.43735708,12.93616937,14.50137762,16.35678376,37.37794265,9.759224501
1.551280000E-06,9.106986194,9.925169959,11.43296355,12.93585634,14.50175458,16.3644585,37.38243009,9.761084382
1.551280000E-06,9.102598992,9.918140308,11.43188009,12.930936,14.50252192,16.38513576,37.39114202,9.76618619
1.551280000E-06,9.100274304,9.916165542,11.42661396,12.92803759,14.50081106,16.39086096,37.39490107,9.767779929
1.551280000E-06,9.089829015,9.90786577,11.41938094,12.92021455,14.4973868,16.39351566,37.40197908,9.76876514
1.551280000E-06,9.086669929,9.903025086,11.41916036,12.91568764,14.48997551,16.39786867,37.40254447,9.77059057
1.551280000E-06,9.086312613,9.901080425,11.41449201,12.91513137,14.48890141,16.40518003,37.40365382,9.77262012
1.551280000E-06,9.081837527,9.897569132,11.41554088,12.91113998,14.48257703,16.40576626,37.40862426,9.773431883
1.551280000E-06,9.080157244,9.892105793,11.40938637,12.90604301,14.48152717,16.41942893,37.41510767,9.777230744
1.551280000E-06,9.077951594,9.888263718,11.40549189,12.90521348,14.47469213,16.42070711,37.41978686,9.778356683
1.551280000E-06,9.073414222,9.877669327,11.40072244,12.90419085,14.47413436,16.42274109,37.42259,9.77898471
1.551280000E-06,9.068042793,9.869510435,11.40241103,12.89961556,14.4712225,16.42870252,37.42211311,9.781011329
1.551280000E-06,9.05736877,9.864415385,11.3995602,12.89737206,14.47065208,16.43665163,37.42795786,9.783333185
1.551280000E-06,9.058067279,9.865092392,11.38402235,12.88711148,14.47092201,16.44341479,37.44012761,9.785232893
1.551280000E-06,9.054205587,9.865481984,11.38057655,12.88324538,14.46727292,16.44903797,37.44440763,9.787370108
1.551280000E-06,9.055452609,9.865384944,11.37629751,12.87886151,14.46374205,16.44824505,37.45677871,9.787648585
1.551280000E-06,9.049571924,9.864679641,11.37537188,12.87312124,14.45736626,16.44533534,37.46370444,9.787743433
1.551280000E-06,9.048653881,9.859343066,11.36857843,12.87150772,14.45310372,16.45053275,37.464423,9.789956802
1.551280000E-06,9.046785986,9.856224838,11.36199731,12.86681593,14.45141093,16.46120471,37.46885831,9.793452664
1.551280000E-06,9.042086919,9.843407734,11.36092493,12.86198154,14.44577471,16.45950119,37.47129922,9.793865087
1.551280000E-06,9.041743308,9.836331755,11.35771501,12.86126467,14.44330648,16.47173581,37.47452052,9.798063047
1.551280000E-06,9.034115858,9.835671587,11.35518271,12.86017803,14.44119057,16.48122875,37.48113429,9.801399688
1.551280000E-06,9.034609227,9.832167075,11.34287573,12.85735298,14.42991045,16.482099,37.48477171,9.803718157
1.551280000E-06,9.030433408,9.828555244,11.33584243,12.85459518,14.42802678,16.48683107,37.48956389,9.805577006
1.551280000E-06,9.032217482,9.826579314,11.3362343,12.85520139,14.42696662,16.48807912,37.49339081,9.806182114
1.551280000E-06,9.013028067,9.826781296,11.33282,12.8496638,14.42710818,16.49679676,37.50644947,9.808988473
1.551280000E-06,9.006407989,9.824339144,11.32653037,12.84745484,14.42213932,16.49858672,37.51454062,9.810584937
1.551280000E-06,9.003028724,9.824962574,11.32462761,12.84425372,14.41408237,16.49498817,37.53639319,9.811071332
1.551280000E-06,9.002920593,9.823909831,11.31758207,12.84020755,14.40809364,16.49646128,37.55451072,9.81284373
1.551280000E-06,9.00005973,9.821237079,11.31404206,12.83512816,14.40575675,16.50223508,37.5638587,9.815304322
1.551280000E-06,9.000420554,9.818360636,11.3123047,12.83363508,14.40286142,16.50446951,37.56438893,9.8167165
1.551280000E-06,8.998381884,9.814108778,11.30874801,12.82927778,14.40286769,16.51099518,37.57084796,9.81895948
1.551280000E-06,8.993891476,9.808981942,11.30385744,12.82149774,14.39902002,16.51400345,37.58560411,9.820913083
1.551280000E-06,8.988983827,9.806913757,11.30072875,12.81897971,14.39307545,16.51734778,37.59388539,9.823522419
1.551280000E-06,8.980563658,9.806104276,11.29750272,12.8152828,14.39217959,16.52175699,37.60564975,9.825303194
1.551280000E-06,8.977672963,9.804890883,11.29699997,12.8113998,14.39226258,16.52811443,37.61317125,9.827551395
1.551280000E-06,8.968657788,9.802284661,11.29422697,12.80984331,14.3906962,16.53539313,37.61991338,9.830580616
1.551280000E-06,8.965698427,9.800297276,11.28995327,12.80538057,14.38802961,16.53425795,37.63012091,9.830875146
1.551280000E-06,8.963604026,9.797533008,11.2853995,12.79573132,14.38285678,16.54241645,37.63111874,9.835269344
1.551280000E-06,8.961505197,9.793977177,11.28571141,12.79484005,14.37338864,16.55283136,37.64453322,9.84174214
1.551280000E-06,8.960185796,9.791051619,11.28530404,12.78337683,14.36973578,16.55854787,37.64771764,9.844907571
1.551280000E-06,8.95942226,9.784298797,11.28171103,12.78173374,14.36946682,16.56439354,37.65919536,9.847188404
1.551280000E-06,8.953991589,9.779083156,11.27181289,12.78168176,14.36723528,16.56562265,37.66177508,9.848312002
1.551280000E-06,8.946187459,9.775001123,11.26974372,12.77963406,14.36380572,16.56751375,37.66771765,9.850066455
1.551280000E-06,8.945742937,9.766478121,11.26076758,12.76659893,14.36276702,16.57431948,37.67663474,9.853015765
1.551280000E-06,8.94127163,9.762769309,11.26033513,12.75611419,14.36257361,16.58915353,37.67840098,9.8588659
1.551280000E-06,8.940951518,9.760450472,11.26034295,12.75205508,14.35717305,16.5868387,37.67955327,9.85967502
1.551280000E-06,8.938426135,9.750215558,11.25133131,12.7461687,14.35431195,16.58733001,37.68899951,9.860799147
1.551280000E-06,8.937019808,9.749274142,11.24555065,12.74404291,14.35432243,16.59875777,37.69126525,9.865367555
1.551280000E-06,8.932069835,9.744665647,11.24067282,12.74095851,14.35448705,16.62691094,37.69937075,9.876694634
1.551280000E-06,8.92829116,9.739633363,11.22919375,12.73282925,14.35226625,16.62727362,37.70111639,9.877605305
1.551280000E-06,8.927663039,9.732072369,11.2268145,12.73120109,14.35126528,16.63289236,37.70053156,9.880267697
