wavelength,temp 10,temp 20,temp 30,temp 40,temp 50,temp 25 (500),temp 25 (1000),reference temp 25
1.559020000E-06,-15.72277001,-14.30326831,-23.39512659,-18.17707573,-14.10926445,-17.50825355,-16.77395235,-17.50815685
1.559020000E-06,-15.70232749,-14.26432196,-23.28517864,-18.1627455,-14.09297304,-17.4858365,-16.72672401,-17.48573994
1.559020000E-06,-15.69214495,-14.22683763,-23.26842455,-18.10676255,-13.99226067,-17.34722232,-16.6812026,-17.34712661
1.559020000E-06,-15.6639055,-14.21577708,-23.25975351,-18.08424502,-13.97076088,-17.31762999,-16.66774203,-17.31753447
1.559020000E-06,-15.6377065,-14.19491416,-23.15788437,-18.08166613,-13.94120834,-17.27682813,-16.64228833,-17.27673286
1.559020000E-06,-15.56858549,-14.17021528,-23.11623773,-18.06950989,-13.81036217,-17.09648511,-16.61208996,-17.09639097
1.559020000E-06,-15.52931393,-14.10776611,-23.10511249,-18.04171717,-13.74669793,-17.00901075,-16.53565563,-17.00891716
1.559020000E-06,-15.48253061,-14.08926445,-23.06462738,-17.99556082,-13.73545993,-16.99353781,-16.5129834,-16.99344432
1.559020000E-06,-15.46416978,-14.06933547,-23.04414567,-17.95457486,-13.71954609,-16.9715371,-16.48850647,-16.97144374
1.559020000E-06,-15.45498523,-14.06008636,-22.9806075,-17.94648445,-13.69402898,-16.93613856,-16.47711819,-16.93604543
1.559020000E-06,-15.40426206,-14.02070778,-22.96464605,-17.93432076,-13.68182615,-16.9191495,-16.42853698,-16.91905649
1.559020000E-06,-15.33858799,-13.88964259,-22.93092034,-17.93349547,-13.62573428,-16.840889,-16.26705618,-16.84079651
1.559020000E-06,-15.28074139,-13.85994849,-22.77860812,-17.91387503,-13.62183918,-16.8354407,-16.23050855,-16.83534825
1.559020000E-06,-15.27204545,-13.81437765,-22.68741442,-17.91170605,-13.61079328,-16.81991974,-16.17435068,-16.8198274
1.559020000E-06,-15.24747342,-13.77869551,-22.6829066,-17.86955718,-13.56344075,-16.7532171,-16.1303324,-16.75312522
1.559020000E-06,-15.21687706,-13.77592413,-22.64621105,-17.81237316,-13.51060378,-16.67875066,-16.12690606,-16.67865931
1.559020000E-06,-15.20978303,-13.74262426,-22.60549121,-17.7973686,-13.48965843,-16.64917944,-16.08564475,-16.6490883
1.559020000E-06,-15.17022313,-13.71903067,-22.49132702,-17.75756979,-13.4649203,-16.61414711,-16.05636236,-16.61405622
1.559020000E-06,-15.1652696,-13.65061002,-22.41083213,-17.73816487,-13.420848,-16.55161648,-15.97139008,-16.55152604
1.559020000E-06,-15.15441367,-13.59723138,-22.37687985,-17.7208139,-13.36772952,-16.47621223,-15.90511134,-16.47612235
1.559020000E-06,-15.12303096,-13.55111132,-22.24983933,-17.718815,-13.31536604,-16.40187199,-15.84782135,-16.40178265
